HEADER
VTF File Version,1.1
VTF File Type,0
PID,2739514
Generated on,2026-03-28 16:34:02
Resolution,ms
Min Resolution,ns
Trace Version,1.1
TraceID,2739514
XRT Version,2024.2

STRUCTURE
Group_Start,OpenCL Host Trace
Group_Start,OpenCL API Calls
Dynamic_Row,1,General,API Events not associated with a Queue
Static_Row,2,Queue 0x56517b59b170,API events associated with the command queue
Group_End,OpenCL API Calls
Group_Start,Data Transfer
Dynamic_Row,3,Read,Read data transfers from global memory to host
Dynamic_Row,4,Write,Write data transfer from host to global memory
Dynamic_Row,5,Copy,Copy data transfers from global memory to global memory
Group_End,Data Transfer
Group_Start,Kernel Enqueues
Dynamic_Row_Summary,6,xilinx_u50_gen3x16_xdma_base_5:GNN_compute_graphs.link:GNN_compute_graphs,Kernel Enqueue
Group_End,Kernel Enqueues
Group_End,OpenCL Host Trace

MAPPING
25,0:0:0
24,0:0:1
26,1:140683558449426:1774730052
27,1:140683558449426:1774730053
28,1:140683558449426:1774730054
29,1:140683558449426:1774730055
23,GNN_compute_graphs
22,GNN_compute_graphs.link
16,HBM[0]
13,clCreateBuffer
7,clCreateCommandQueue
6,clCreateContext
11,clCreateKernel
9,clCreateProgramWithBinary
18,clEnqueueMigrateMemObjects
15,clEnqueueTask
20,clFinish
4,clGetDeviceIDs
8,clGetDeviceInfo
1,clGetExtensionFunctionAddress
2,clGetExtensionFunctionAddressForPlatform
3,clGetPlatformInfo
30,clReleaseCommandQueue
32,clReleaseContext
10,clReleaseDevice
31,clReleaseKernel
19,clReleaseMemObject
12,clReleaseProgram
5,clRetainDevice
17,clRetainMemObject
14,clSetKernelArg
21,xilinx_u50_gen3x16_xdma_base_5

EVENTS
1,0,2.395073,1,OPENCL_API_CALL,1
2,0,2.404775,1,OPENCL_API_CALL,2
3,2,2.408071,1,OPENCL_API_CALL,2
4,1,2.410780,1,OPENCL_API_CALL,1
5,0,2.412571,1,OPENCL_API_CALL,1
6,0,2.413780,1,OPENCL_API_CALL,2
7,6,2.415319,1,OPENCL_API_CALL,2
8,5,2.416148,1,OPENCL_API_CALL,1
9,0,2.418140,1,OPENCL_API_CALL,3
10,9,2.420344,1,OPENCL_API_CALL,3
11,0,2.421448,1,OPENCL_API_CALL,3
12,11,2.422353,1,OPENCL_API_CALL,3
13,0,2.423355,1,OPENCL_API_CALL,3
14,13,2.424342,1,OPENCL_API_CALL,3
15,0,2.424999,1,OPENCL_API_CALL,3
16,15,2.425699,1,OPENCL_API_CALL,3
17,0,2.436135,1,OPENCL_API_CALL,3
18,17,2.437453,1,OPENCL_API_CALL,3
19,0,2.439686,1,OPENCL_API_CALL,3
20,19,2.440417,1,OPENCL_API_CALL,3
21,0,2.482233,1,OPENCL_API_CALL,4
22,21,2.486130,1,OPENCL_API_CALL,4
23,0,2.488597,1,OPENCL_API_CALL,4
24,23,2.489848,1,OPENCL_API_CALL,4
25,0,2.492075,1,OPENCL_API_CALL,5
26,25,2.493571,1,OPENCL_API_CALL,5
27,0,2.494688,1,OPENCL_API_CALL,5
28,27,2.495904,1,OPENCL_API_CALL,5
29,0,45.536490,1,OPENCL_API_CALL,5
30,29,45.546878,1,OPENCL_API_CALL,5
31,0,45.549051,1,OPENCL_API_CALL,6
32,31,150.001947,1,OPENCL_API_CALL,6
33,0,150.013169,1,OPENCL_API_CALL,7
34,33,150.039453,1,OPENCL_API_CALL,7
35,0,150.047739,1,OPENCL_API_CALL,8
36,35,158.990537,1,OPENCL_API_CALL,8
37,0,158.997459,1,OPENCL_API_CALL,8
38,37,159.000070,1,OPENCL_API_CALL,8
39,0,159.033552,1,OPENCL_API_CALL,5
40,39,159.035274,1,OPENCL_API_CALL,5
41,0,159.037402,1,OPENCL_API_CALL,5
42,41,159.038101,1,OPENCL_API_CALL,5
43,0,159.058622,1,OPENCL_API_CALL,9
44,43,886.493783,1,OPENCL_API_CALL,9
45,0,886.510393,1,OPENCL_API_CALL,10
46,45,886.516858,1,OPENCL_API_CALL,10
47,0,886.518638,1,OPENCL_API_CALL,10
48,47,886.519775,1,OPENCL_API_CALL,10
49,0,886.539916,1,OPENCL_API_CALL,11
50,49,1270.631810,1,OPENCL_API_CALL,11
51,0,1270.642323,1,OPENCL_API_CALL,12
52,51,1270.648441,1,OPENCL_API_CALL,12
53,0,1270.650365,1,OPENCL_API_CALL,10
54,53,1270.689537,1,OPENCL_API_CALL,10
55,0,1302.245230,1,OPENCL_API_CALL,13
